,Unnamed: 0,ticker,one_yr_return,expense_ratio,aum,dividend_yield,fundname,esg_rating,quality_score,score_peer_rank,score_global_rank,carbon_intensity,sustainable_impact_exposure,sri_screening_criteria_exposure,analyst_pick,grade,efficiency,tradability,fit,segment,one_mo_p_percent,three_mo_p_percent,ytd_p_percent,one_yr_p_percent,three_yr_p_percent,five_yr_p_percent,ten_yr_p_percent,one_mo,three_mo,ytd,one_yr,three_yr,as_of_date,investment_strategy,asset_class,asset_region,subsegment
72,72,DFAC,16.11,0.17,21770000000.0,1.65,Dimensional U.S. Core Equity 2 ETF,A,6.43,49.55,17.94,128.75,,5.97,True,A,96.0,99.0,88.0,Equity: U.S.  -  Total Market,6.34,11.98,16.08,16.11,,,,534830000.0,1305630000.0,2854800000.0,4692910000.0,7314090000.0,2023-07-25,standard,equity,us,total_market
73,73,SHV,3.69,0.15,20180000000.0,,iShares Short Treasury Bond ETF,A,5.72,34.34,87.04,,,,True,A,94.0,100.0,,"Fixed Income: U.S. - Government, Treasury Investment Grade Ultra-Short Term",0.4,1.12,2.55,3.69,1.13,1.49,0.93,322630000.0,-3278010000.0,-236640000.0,11820000.0,-1517700000.0,2023-07-25,standard,fixed_income,us,government
74,74,DVY,2.38,0.38,20080000000.0,4.67,iShares Select Dividend ETF,A,6.71,59.74,42.32,612.61,,17.07,True,A,93.0,99.0,,Equity: U.S.  -  High Dividend Yield,6.23,1.45,-1.08,2.38,15.82,7.3,9.37,-770870000.0,-1339080000.0,-2227840000.0,-985970000.0,2201160000.0,2023-07-25,standard,equity,us,high_dividend_yield
75,75,MDY,14.21,0.23,19920000000.0,1.71,SPDR S&P Midcap 400 ETF Trust,A,5.89,37.21,56.33,153.53,,4.12,True,A,95.0,99.0,78.0,Equity: U.S.  -  Mid Cap,8.03,11.09,12.56,14.21,15.07,7.9,9.64,-202070000.0,-468490000.0,-556670000.0,-87730000.0,-1220570000.0,2023-07-25,standard,equity,us,mid_cap
76,76,SCHG,25.17,0.04,19780000000.0,0.5,Schwab U.S. Large-Cap Growth ETF,A,6.69,59.22,51.76,36.12,,7.03,True,A,100.0,100.0,95.0,Equity: U.S.  -  Large Cap Growth,4.99,21.3,39.04,25.17,13.82,14.9,15.41,74900000.0,418950000.0,982020000.0,1922300000.0,3164780000.0,2023-07-25,standard,equity,us,large_cap
77,77,SPLG,17.08,0.03,19690000000.0,1.6,SPDR Portfolio S&P 500 ETF,A,6.69,58.82,48.47,122.1,,9.67,True,A,100.0,100.0,96.0,Equity: U.S.  -  Large Cap,5.12,12.61,20.02,17.08,14.17,11.92,12.51,437990000.0,1188840000.0,2079460000.0,3275930000.0,10342770000.0,2023-07-25,standard,equity,us,large_cap
78,78,TQQQ,52.55,0.86,19490000000.0,,ProShares UltraPro QQQ,A,6.25,44.95,47.37,47.01,,3.58,True,,,,,Leveraged Equity: U.S.  -  Large Cap,12.25,74.06,155.09,52.55,18.64,20.96,39.38,-467630000.0,-823420000.0,-3578560000.0,-227860000.0,9972970000.0,2023-07-25,leveraged,equity,us,large_cap
79,79,VGK,21.31,0.11,19330000000.0,2.99,Vanguard FTSE Europe ETF,AA,7.82,94.27,38.17,93.8,,11.66,True,A,97.0,76.0,99.0,Equity: Developed Europe  - Total Market,5.02,2.8,16.5,21.31,9.56,5.0,5.34,-104210000.0,127200000.0,2089540000.0,1401590000.0,6098520000.0,2023-07-25,standard,equity,europe,total_market
80,80,SPYG,13.38,0.04,18330000000.0,1.27,SPDR Portfolio S&P 500 Growth ETF,A,6.82,64.19,68.15,71.56,,4.53,True,A,99.0,100.0,80.0,Equity: U.S.  -  Large Cap Growth,4.55,14.15,24.16,13.38,11.26,12.16,14.06,293790000.0,287810000.0,1457300000.0,3233630000.0,6945280000.0,2023-07-25,standard,equity,us,large_cap
81,81,ACWI,15.71,0.32,18230000000.0,2.09,iShares MSCI ACWI ETF,A,6.82,64.17,28.66,141.72,,9.04,True,A,93.0,96.0,97.0,Equity: Global  -  Total Market,5.06,9.86,17.43,15.71,10.46,8.0,8.66,,-1654310000.0,-2569350000.0,-1570160000.0,2952670000.0,2023-07-25,standard,equity,global,total_market
82,82,XLP,5.84,0.1,18090000000.0,2.56,Consumer Staples Select Sector SPDR Fund,AA,7.29,82.02,66.0,46.03,,10.66,True,A,97.0,99.0,,Equity: U.S. Consumer Staples,2.87,-0.44,3.02,5.84,9.66,10.34,9.04,87780000.0,-203720000.0,497450000.0,2461410000.0,2163170000.0,2023-07-25,standard,equity,us,not_specified
83,83,VHT,5.01,0.1,17410000000.0,1.49,Vanguard Health Care ETF,A,6.83,64.44,63.35,15.32,,0.02,True,A,97.0,99.0,,Equity: U.S. Health Care,2.5,2.03,1.37,5.01,8.8,9.74,12.02,73760000.0,-137300000.0,6600000.0,468600000.0,3246840000.0,2023-07-25,standard,equity,us,not_specified
84,84,XLY,13.03,0.1,17380000000.0,0.99,Consumer Discretionary Select Sector SPDR Fund,A,6.36,47.67,54.59,72.41,,27.63,True,A,98.0,100.0,,Equity: U.S. Consumer Discretionary,3.78,19.12,33.61,13.03,9.06,9.95,12.59,-198530000.0,399730000.0,541400000.0,799090000.0,-585280000.0,2023-07-25,standard,equity,us,not_specified
85,85,USFR,4.36,0.15,17260000000.0,,WisdomTree Floating Rate Treasury Fund,,,,,,,,True,A,94.0,100.0,,"Fixed Income: U.S. - Government, Treasury Investment Grade Floating Rate",0.46,1.4,2.93,4.36,1.63,1.66,,453390000.0,1918970000.0,4130230000.0,9601240000.0,15411140000.0,2023-07-25,standard,fixed_income,us,government
86,86,VOE,9.51,0.07,16740000000.0,2.46,Vanguard Mid-Cap Value ETF,A,6.57,54.29,93.49,326.22,,8.02,True,A,98.0,99.0,86.0,Equity: U.S.  -  Mid Cap Value,7.78,8.86,7.64,9.51,15.27,7.52,9.49,-175930000.0,-294710000.0,-265040000.0,115830000.0,3811740000.0,2023-07-25,standard,equity,us,mid_cap
87,87,SPDW,16.44,0.04,16740000000.0,2.93,SPDR Portfolio Developed World ex-US ETF,AA,7.44,86.41,43.38,129.31,,9.88,True,A,93.0,90.0,96.0,Equity: Developed Markets Ex-U.S.  -  Total Market,4.64,4.52,14.38,16.44,8.34,4.34,5.11,127600000.0,579960000.0,1985720000.0,3298480000.0,7889690000.0,2023-07-25,standard,equity,dev_markets,total_market
88,88,SPYV,19.87,0.04,16730000000.0,2.0,SPDR Portfolio S&P 500 Value ETF,A,6.53,52.69,25.44,182.52,,15.93,True,A,99.0,99.0,80.0,Equity: U.S.  -  Large Cap Value,5.85,10.81,15.6,19.87,16.39,10.54,10.18,335640000.0,852680000.0,-486200000.0,1581970000.0,7820360000.0,2023-07-25,standard,equity,us,large_cap
89,89,EFV,21.99,0.35,16450000000.0,4.36,iShares MSCI EAFE Value ETF,AA,7.47,87.2,46.69,148.97,,10.77,True,A,93.0,90.0,96.0,Equity: Developed Markets Ex-North America  -  Total Market Value,6.12,5.58,13.84,21.99,11.75,3.26,3.65,1073200000.0,796050000.0,-242940000.0,-213170000.0,9108460000.0,2023-07-25,standard,equity,dev_markets,total_market
90,90,VXF,12.89,0.06,16190000000.0,1.31,Vanguard Extended Market ETF,BBB,5.57,31.47,35.09,113.81,,2.98,True,A,98.0,98.0,82.0,Equity: U.S.  -  Extended Market,8.24,15.28,17.47,12.89,9.35,6.47,9.02,190920000.0,592470000.0,866250000.0,1363480000.0,4802660000.0,2023-07-25,standard,equity,us,extended_market
91,91,VMBS,-2.9,0.04,16110000000.0,,Vanguard Mortgage-Backed Securities ETF,,,,,,,,True,A,88.0,100.0,,"Fixed Income: U.S. - Government, Mortgage-backed Investment Grade",-0.4,-1.36,2.19,-2.9,-3.68,-0.03,1.02,520460000.0,565740000.0,1456810000.0,2209420000.0,7133370000.0,2023-07-25,standard,fixed_income,us,government
92,92,XLU,0.28,0.1,16040000000.0,3.28,Utilities Select Sector SPDR Fund,A,7.04,72.86,50.68,,,64.97,True,A,97.0,99.0,,Equity: U.S. Utilities,5.18,-1.35,-1.47,0.28,7.56,8.95,9.3,-181050000.0,183860000.0,275560000.0,513490000.0,3481740000.0,2023-07-25,standard,equity,us,not_specified
93,93,XLI,22.8,0.1,15900000000.0,1.72,Industrial Select Sector SPDR Fund,A,6.85,65.29,72.67,119.24,,26.44,True,A,98.0,100.0,,Equity: U.S. Industrials,6.18,11.22,12.56,22.8,16.94,9.74,11.39,795620000.0,1068920000.0,958240000.0,956780000.0,250030000.0,2023-07-25,standard,equity,us,not_specified
94,94,EMB,6.25,0.39,15790000000.0,,iShares JP Morgan USD Emerging Markets Bond ETF,BB,3.98,6.15,28.38,,,0.49,True,B,83.0,100.0,,"Fixed Income: Emerging Markets - Government, Non-Native Currency",1.58,3.0,5.46,6.25,-4.09,0.08,2.2,674610000.0,336820000.0,910750000.0,1107400000.0,4726520000.0,2023-07-25,standard,fixed_income,emerg_markets,government
95,95,BIV,-2.25,0.04,15460000000.0,,Vanguard Intermediate-Term Bond ETF,A,6.11,41.93,64.98,247.47,,3.59,True,A,94.0,100.0,,"Fixed Income: U.S. - Broad Market, Broad-based Investment Grade Intermediate",-0.3,-2.28,2.38,-2.25,-4.43,1.42,1.92,321530000.0,1287980000.0,2455670000.0,3672090000.0,4973500000.0,2023-07-25,standard,fixed_income,us,broad_based
96,96,VGIT,-2.89,0.04,15250000000.0,,Vanguard Intermediate-Term Treasury Index ETF,A,5.72,34.34,12.64,,,,True,A,95.0,100.0,,"Fixed Income: U.S. - Government, Treasury Investment Grade Intermediate",-0.48,-2.57,1.31,-2.89,-4.21,0.79,0.99,1435830000.0,1896100000.0,1730500000.0,6151910000.0,10415570000.0,2023-07-25,standard,fixed_income,us,government
97,97,HYG,3.53,0.49,15000000000.0,,iShares iBoxx USD High Yield Corporate Bond ETF,BBB,5.26,27.46,53.97,280.68,,7.48,True,B,83.0,100.0,,"Fixed Income: U.S. - Corporate, Broad-based High Yield",1.9,1.61,5.22,3.53,0.91,2.35,3.14,-525140000.0,-265170000.0,-888470000.0,1236120000.0,-12226630000.0,2023-07-25,standard,fixed_income,us,corporate
98,98,SCHA,11.11,0.04,14860000000.0,1.45,Schwab U.S. Small-Cap ETF,BBB,5.39,29.08,24.29,133.65,,4.58,True,A,100.0,98.0,95.0,Equity: U.S.  -  Small Cap,7.98,12.31,12.97,11.11,12.12,5.26,8.23,84400000.0,144590000.0,-61120000.0,295140000.0,2354710000.0,2023-07-25,standard,equity,us,small_cap
99,99,VBK,12.34,0.07,14590000000.0,0.59,Vanguard Small-Cap Growth ETF,BBB,5.62,32.3,39.17,79.3,,2.85,True,A,98.0,98.0,86.0,Equity: U.S.  -  Small Cap Growth,6.97,11.78,17.94,12.34,5.09,5.98,8.73,94400000.0,227820000.0,467750000.0,878420000.0,2523350000.0,2023-07-25,standard,equity,us,small_cap
100,100,IUSV,19.56,0.04,14420000000.0,2.0,iShares Core S&P U.S. Value ETF,A,6.48,51.15,21.39,180.67,,14.99,True,A,100.0,99.0,81.0,Equity: U.S.  -  Total Market Value,6.0,10.89,15.29,19.56,16.63,10.39,10.17,-54790000.0,45150000.0,-168070000.0,759890000.0,4400540000.0,2023-07-25,standard,equity,us,total_market
101,101,MGK,24.31,0.07,14290000000.0,0.62,Vanguard Mega Cap Growth ETF,A,6.81,63.75,67.14,35.4,,7.22,True,A,98.0,100.0,96.0,Equity: U.S.  -  Large Cap Growth,4.21,20.46,40.08,24.31,12.88,14.68,15.39,78010000.0,398130000.0,959240000.0,769650000.0,2629150000.0,2023-07-25,standard,equity,us,large_cap
102,102,QQQM,27.14,0.15,14110000000.0,0.75,Invesco NASDAQ 100 ETF,A,6.71,59.96,55.47,47.0,,8.37,True,A,97.0,95.0,67.0,Equity: U.S.  -  Large Cap,4.53,22.45,42.81,27.14,,,,809240000.0,3160060000.0,5389890000.0,7207140000.0,12174280000.0,2023-07-25,standard,equity,us,large_cap
103,103,VTIP,-0.36,0.04,14000000000.0,,Vanguard Short-Term Inflation-Protected Securities ETF,A,5.72,34.34,64.21,,,,True,A,95.0,100.0,,"Fixed Income: U.S. - Government, Inflation-linked Investment Grade Short-Term",0.15,-0.79,1.9,-0.36,2.22,2.8,1.63,-301530000.0,-1049390000.0,-2318040000.0,-5696850000.0,7641740000.0,2023-07-25,standard,fixed_income,us,government
104,104,COWZ,15.22,0.49,13990000000.0,2.85,Pacer U.S. Cash Cows 100 ETF,A,6.54,53.34,27.3,233.72,,4.28,True,A,87.0,100.0,53.0,Equity: U.S.  -  Large Cap,9.43,9.38,10.16,15.22,24.57,12.99,,39770000.0,-254160000.0,2709020000.0,6471600000.0,12877410000.0,2023-07-25,standard,equity,us,large_cap
105,105,XLC,19.14,0.1,13780000000.0,0.82,Communication Services Select Sector SPDR Fund,BB,4.14,6.9,14.61,9.73,,,True,A,98.0,100.0,,Equity: U.S. Communication Services,2.86,16.34,37.9,19.14,5.92,5.86,,864950000.0,1352000000.0,2741780000.0,2319220000.0,2294640000.0,2023-07-25,standard,equity,us,not_specified
106,106,IUSG,13.43,0.04,13770000000.0,1.27,iShares Core S&P U.S. Growth ETF,A,6.78,62.44,63.71,76.16,,4.51,True,A,100.0,99.0,82.0,Equity: U.S. - Total Market Growth,4.67,13.98,23.53,13.43,11.3,11.88,13.73,-263200000.0,-35890000.0,-130800000.0,996560000.0,1384430000.0,2023-07-25,standard,equity,us,total_market
107,107,IWP,17.87,0.23,13380000000.0,0.74,iShares Russell Mid-Cap Growth ETF,A,6.5,51.78,91.21,81.31,,2.14,True,A,96.0,99.0,87.0,Equity: U.S. - Mid Cap Growth,6.37,12.22,18.81,17.87,6.8,9.1,10.95,26950000.0,113360000.0,-451530000.0,-348480000.0,-1844150000.0,2023-07-25,standard,equity,us,mid_cap
108,108,ESGU,15.94,0.15,13370000000.0,1.61,iShares ESG Aware MSCI USA ETF,AA,7.35,83.81,95.45,75.24,,6.81,True,A,97.0,100.0,96.0,Equity: U.S.  -  Total Market,5.47,12.8,19.52,15.94,12.93,11.76,,-1520770000.0,-1561330000.0,-8706910000.0,-10380090000.0,3106030000.0,2023-07-25,standard,equity,us,total_market
109,109,EWJ,15.49,0.5,13320000000.0,2.43,iShares MSCI Japan ETF,AA,7.34,83.39,72.03,77.78,,8.25,True,B,88.0,88.0,95.0,Equity: Japan  -  Total Market,2.74,7.6,15.76,15.49,5.39,2.78,4.58,269230000.0,2514590000.0,2617140000.0,2177620000.0,2375880000.0,2023-07-25,standard,equity,asia_pacific_wo_brics,total_market
110,110,VONG,22.23,0.08,13310000000.0,0.91,Vanguard Russell 1000 Growth ETF,A,6.94,68.95,78.24,42.71,,6.52,True,A,97.0,99.0,88.0,Equity: U.S.  -  Large Cap Growth,4.6,18.05,32.07,22.23,13.16,14.26,15.32,-701450000.0,263450000.0,1095040000.0,4041080000.0,6158870000.0,2023-07-25,standard,equity,us,large_cap
111,111,IEI,-2.41,0.15,13280000000.0,,iShares 3-7 Year Treasury Bond ETF,A,5.72,34.34,79.05,,,,True,A,89.0,100.0,,"Fixed Income: U.S. - Government, Treasury Investment Grade Intermediate",-0.42,-2.41,1.22,-2.41,-3.76,0.72,0.91,573440000.0,827610000.0,1519040000.0,1537250000.0,3218200000.0,2023-07-25,standard,fixed_income,us,government
112,112,IWS,9.44,0.23,13210000000.0,2.21,iShares Russell Mid-Cap Value ETF,A,6.29,45.87,79.93,255.44,,7.21,True,A,96.0,98.0,89.0,Equity: U.S.  -  Mid Cap Value,8.05,9.72,9.33,9.44,14.74,7.03,8.67,-85850000.0,-372330000.0,-790960000.0,-604010000.0,-664120000.0,2023-07-25,standard,equity,us,mid_cap
113,113,PFF,-2.55,0.45,13080000000.0,3.05,iShares Preferred and Income Securities ETF,BBB,5.49,30.31,5.19,258.39,,7.01,True,,,,,"Fixed Income: U.S. - Corporate, Preferred",2.19,1.22,4.84,-2.55,0.46,1.43,3.48,97700000.0,72180000.0,-61580000.0,-1178200000.0,-431500000.0,2023-07-25,standard,fixed_income,us,corporate
114,114,EFG,14.72,0.35,12950000000.0,1.71,iShares MSCI EAFE Growth ETF,AA,7.94,96.39,90.3,55.52,,12.96,True,A,93.0,88.0,95.0,Equity: Developed Markets Ex-North America - Total Market Growth,2.35,1.41,15.19,14.72,4.6,4.76,5.61,-843990000.0,-349680000.0,1690190000.0,2633740000.0,4322430000.0,2023-07-25,standard,equity,dev_markets,total_market
115,115,GDX,31.46,0.51,12550000000.0,2.04,VanEck Gold Miners ETF,A,6.74,61.02,45.03,323.89,,1.3,True,B,86.0,96.0,,Equity: Global Gold Miners,6.68,-5.89,10.89,31.46,-7.54,8.95,2.45,-10840000.0,-479200000.0,-483120000.0,-47660000.0,-970020000.0,2023-07-25,standard,equity,global,not_specified
116,116,SCHO,0.26,0.03,12460000000.0,,Schwab Short-Term U.S. Treasury ETF,A,5.72,33.79,22.22,1.6,,,True,A,98.0,100.0,,"Fixed Income: U.S. - Government, Treasury Investment Grade Short-Term",0.02,-0.87,1.25,0.26,-1.07,0.94,0.7,-1895340000.0,-858200000.0,2329210000.0,3048460000.0,5958400000.0,2023-07-25,standard,fixed_income,us,government
117,117,FVD,6.47,0.65,12300000000.0,3.02,First Trust Value Line Dividend Index Fund,AA,7.15,77.07,89.57,506.66,,12.32,True,B,84.0,99.0,,Equity: U.S.  -  High Dividend Yield,4.56,2.28,4.12,6.47,11.49,8.08,9.64,-63870000.0,-157680000.0,-494970000.0,-212170000.0,644280000.0,2023-07-25,standard,equity,us,high_dividend_yield
118,118,SGOV,4.06,0.07,11980000000.0,,iShares 0-3 Month Treasury Bond ETF,A,5.72,34.34,87.04,,,,True,,,100.0,,"Fixed Income: U.S. - Government, Treasury Investment Grade Ultra-Short Term",0.42,1.25,2.7,4.06,1.45,,,1153990000.0,1870920000.0,5552060000.0,8521280000.0,11087010000.0,2023-07-25,standard,fixed_income,us,government
119,119,FNDX,14.54,0.25,11940000000.0,2.34,Schwab Fundamental U.S. Large Company Index ETF,A,6.45,50.26,19.23,158.31,,9.72,True,A,95.0,99.0,75.0,Equity: U.S.  -  Large Cap,5.8,9.12,12.08,14.54,18.28,11.47,,158640000.0,365470000.0,863810000.0,1410570000.0,4811040000.0,2023-07-25,standard,equity,us,large_cap
120,120,NOBL,12.06,0.35,11920000000.0,2.51,ProShares S&P 500 Dividend Aristocrats ETF,A,7.02,72.24,82.6,149.98,,4.46,True,A,92.0,99.0,54.0,Equity: U.S.  -  Large Cap,5.75,6.23,8.65,12.06,13.24,10.73,,72340000.0,86590000.0,20260000.0,905690000.0,3341000000.0,2023-07-25,standard,equity,us,large_cap
121,121,IWN,5.09,0.23,11920000000.0,2.35,iShares Russell 2000 Value ETF,BBB,5.01,24.44,5.67,189.85,,3.44,True,A,96.0,98.0,85.0,Equity: U.S.  -  Small Cap Value,9.04,12.93,7.82,5.09,16.49,4.06,6.86,2480000.0,-154730000.0,-823620000.0,-302840000.0,-56310000.0,2023-07-25,standard,equity,us,small_cap
122,122,IGIB,0.78,0.04,11810000000.0,,iShares 5-10 Year Investment Grade Corporate Bond ETF,A,6.58,54.41,88.09,281.58,,8.59,True,A,89.0,100.0,,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Intermediate",0.39,-1.05,3.92,0.78,-3.45,2.08,2.14,223660000.0,472120000.0,1737350000.0,2345380000.0,2520580000.0,2023-07-25,standard,fixed_income,us,corporate
123,123,IWV,16.22,0.2,11780000000.0,1.56,iShares Russell 3000 ETF,A,6.52,52.51,24.77,122.31,,8.61,True,A,97.0,99.0,99.0,Equity: U.S.  -  Total Market,5.56,12.84,19.39,16.22,13.33,10.91,11.85,22290000.0,-48930000.0,-930010000.0,-193150000.0,-1146490000.0,2023-07-25,standard,equity,us,total_market
124,124,STIP,-0.39,0.03,11660000000.0,,iShares 0-5 Year TIPS Bond ETF,A,5.72,34.34,64.21,,,,True,A,98.0,100.0,,"Fixed Income: U.S. - Government, Inflation-linked Investment Grade Short-Term",0.13,-0.81,1.91,-0.39,2.29,2.88,1.68,-510270000.0,-900290000.0,-1636680000.0,-435670000.0,10030750000.0,2023-07-25,standard,fixed_income,us,government
125,125,GSLC,15.94,0.09,11560000000.0,1.54,Goldman Sachs ActiveBeta U.S. Large Cap Equity ETF,A,6.7,59.31,52.29,109.03,,8.03,True,A,96.0,99.0,91.0,Equity: U.S.  -  Large Cap,5.24,11.69,18.57,15.94,12.77,11.08,,-49230000.0,-276810000.0,-405290000.0,-1269790000.0,-552190000.0,2023-07-25,standard,equity,us,large_cap
126,126,SCHP,-3.02,0.04,11510000000.0,,Schwab U.S. TIPS ETF,A,5.72,33.87,17.89,1.6,,,True,A,96.0,100.0,,"Fixed Income: U.S. - Government, Inflation-linked Investment Grade",0.07,-1.76,2.39,-3.02,-0.58,2.66,2.03,15710000.0,-663930000.0,-2373510000.0,-3433270000.0,2958770000.0,2023-07-25,standard,fixed_income,us,government
127,127,IYW,32.56,0.39,11440000000.0,0.69,iShares U.S. Technology ETF,A,6.88,66.52,67.47,18.71,,0.34,True,A,92.0,100.0,,Equity: U.S. Information Technology,5.02,25.96,50.13,32.56,18.42,19.17,20.26,-1917400000.0,-1127660000.0,-406330000.0,1496070000.0,1338870000.0,2023-07-25,standard,equity,us,not_specified
128,128,VOT,14.67,0.07,11240000000.0,0.82,Vanguard Mid-Cap Growth ETF,A,6.3,46.08,80.14,94.64,,1.66,True,A,98.0,98.0,86.0,Equity: U.S. - Mid Cap Growth,7.22,13.02,18.48,14.67,7.88,9.37,10.73,49980000.0,250080000.0,291970000.0,411940000.0,1572570000.0,2023-07-25,standard,equity,us,mid_cap
129,129,IDEV,16.39,0.04,11220000000.0,3.02,iShares Core MSCI International Developed Markets ETF,AA,7.5,87.94,49.77,125.88,,10.28,True,A,100.0,89.0,99.0,Equity: Developed Markets Ex-U.S.  -  Total Market,4.65,3.73,13.78,16.39,8.59,4.55,,,179250000.0,1348560000.0,2773020000.0,7522160000.0,2023-07-25,standard,equity,dev_markets,total_market
130,130,SLV,33.22,0.5,11120000000.0,,iShares Silver Trust,,,,,,,,True,B,87.0,98.0,99.0,Commodities: Precious Metals Silver,9.91,-1.61,2.72,33.22,2.17,9.03,1.5,-408230000.0,-435630000.0,-286010000.0,-904850000.0,-1748460000.0,2023-07-25,standard,commodities,global,not_specified
131,131,SCZ,9.93,0.39,10950000000.0,3.13,iShares MSCI EAFE Small-Cap ETF,A,6.35,47.49,51.72,154.6,,3.48,True,A,92.0,88.0,99.0,Equity: Developed Markets Ex-North America - Small Cap,5.2,3.77,9.76,9.93,5.52,1.7,5.67,-23440000.0,-307150000.0,-620140000.0,-530480000.0,2085660000.0,2023-07-25,standard,equity,dev_markets,small_cap
132,132,FNDF,20.92,0.25,10840000000.0,3.67,Schwab Fundamental International Large Company Index ETF,AA,7.33,83.35,33.79,180.34,,10.79,True,A,95.0,87.0,82.0,Equity: Developed Markets Ex-U.S.  -  Large Cap,5.57,6.48,16.08,20.92,14.17,5.36,,181030000.0,600590000.0,1167210000.0,2049030000.0,4970690000.0,2023-07-25,standard,equity,dev_markets,large_cap
133,133,HDV,7.71,0.08,10790000000.0,4.34,iShares Core High Dividend ETF,A,6.75,61.38,50.16,370.89,,6.7,True,A,100.0,100.0,,Equity: U.S.  -  High Dividend Yield,5.68,2.12,1.69,7.71,11.7,7.64,8.11,-159380000.0,-513900000.0,-2283200000.0,-1866290000.0,3894360000.0,2023-07-25,standard,equity,us,high_dividend_yield
134,134,MOAT,24.05,0.46,10610000000.0,1.35,VanEck Morningstar Wide Moat ETF,A,6.68,58.59,46.33,47.76,,7.76,True,A,88.0,99.0,71.0,Equity: U.S.  -  Total Market,6.15,14.61,27.42,24.05,17.05,14.44,13.78,687700000.0,1706920000.0,2381130000.0,2599040000.0,4981970000.0,2023-07-25,standard,equity,us,total_market
135,135,IWO,14.08,0.23,10290000000.0,0.66,iShares Russell 2000 Growth ETF,BBB,5.36,28.65,20.69,103.38,,1.67,True,A,97.0,96.0,90.0,Equity: U.S.  -  Small Cap Growth,6.86,12.7,16.87,14.08,6.33,4.06,8.37,-58450000.0,-120790000.0,-732360000.0,-403190000.0,-14760000.0,2023-07-25,standard,equity,us,small_cap
136,136,SCHV,9.71,0.04,10090000000.0,2.65,Schwab U.S. Large-Cap Value ETF,A,6.56,53.73,28.03,204.85,,11.35,True,A,100.0,99.0,89.0,Equity: U.S.  -  Large Cap Value,5.88,5.85,5.97,9.71,12.88,7.55,9.01,29770000.0,-57590000.0,-322670000.0,10780000.0,1128690000.0,2023-07-25,standard,equity,us,large_cap
137,137,SCHM,12.19,0.04,10070000000.0,1.66,Schwab U.S. Mid-Cap ETF,A,5.99,39.16,65.26,191.0,,5.75,True,A,100.0,99.0,89.0,Equity: U.S.  -  Mid Cap,7.4,10.95,12.53,12.19,12.01,7.01,9.63,-26560000.0,-89460000.0,-196330000.0,107380000.0,1517570000.0,2023-07-25,standard,equity,us,mid_cap
138,138,SMH,40.38,0.35,9920000000.0,1.13,VanEck Semiconductor ETF,AA,8.1,98.03,98.25,61.36,,,True,,,100.0,,Equity: Global Semiconductors,6.01,30.77,54.12,40.38,26.17,25.66,24.95,544050000.0,672310000.0,415090000.0,259260000.0,4405090000.0,2023-07-25,standard,equity,global,not_specified
139,139,DGRW,18.2,0.28,9860000000.0,2.16,WisdomTree US Quality Dividend Growth Fund,A,7.09,74.84,88.09,66.64,,6.53,True,,,99.0,68.0,Equity: U.S.  -  Total Market,5.54,10.72,14.61,18.2,15.78,12.24,12.87,337680000.0,755970000.0,1250970000.0,2063270000.0,3764250000.0,2023-07-25,standard,equity,us,total_market
140,140,SUB,0.45,0.07,9630000000.0,,iShares Short-Term National Muni Bond ETF,,,,,,,,True,A,96.0,100.0,,"Fixed Income: U.S. - Government, Local Authority/Municipal Investment Grade Short-Term",0.36,0.16,0.79,0.45,-0.24,1.01,0.91,-46840000.0,-559750000.0,-1436560000.0,747000000.0,6356930000.0,2023-07-25,standard,fixed_income,us,government
141,141,TFLO,4.34,0.15,9390000000.0,,iShares Treasury Floating Rate Bond ETF,A,5.72,34.34,87.04,,,,True,A,94.0,100.0,,"Fixed Income: U.S. - Government, Treasury Investment Grade Floating Rate",0.49,1.37,2.81,4.34,1.59,1.63,,3155630000.0,3382780000.0,5023090000.0,7291020000.0,8912120000.0,2023-07-25,standard,fixed_income,us,government
142,142,USHY,4.63,0.15,9390000000.0,,iShares Broad USD High Yield Corporate Bond ETF,BBB,5.26,27.48,54.88,292.32,,5.73,True,A,90.0,99.0,,"Fixed Income: U.S. - Corporate, Broad-based High Yield",2.01,1.86,6.03,4.63,1.91,3.1,,91840000.0,319720000.0,-276780000.0,2466310000.0,4997800000.0,2023-07-25,standard,fixed_income,us,corporate
